Linaclotide                                                 ,         
Lubiprostone                                                ,         
Diltiazem Hydrochloride                                     ,         
Isosorbide Mononitrate                                      ,         
Phenylephrine Hydrochloride                                 ,         
Acetarsol                                                   ,         
Adrenaline                                                  ,         
Bismuth Salts                                               ,         
Bismuth Subgallate                                          ,         
Cinchocaine Hydrochloride                                   ,         
Boric Acid                                                  ,         
Hamamelis                                                   ,         
Heparinoid                                                  ,         
Isosorbide Dinitrate                                        ,         
Lidocaine Hydrochloride                                     ,         
Sucralfate                                                  ,         
Benzocaine                                                  ,         
Zinc Oxide                                                  ,         
Other Soothing Haemorrhoidal Preps                          ,         
Betamethasone                                               ,         
Fluocortolone                                               ,         
Hydrocortisone                                              ,         
Prednisolone                                                ,         
Phenol                                                      ,         
Glyceryl Trinitrate                                         ,         
Nifedipine                                                  ,         
Adhesives                                                   ,         
Adhesive Remover                                            ,         
Deodorants                                                  ,         
Skin Protectives Fillers & Cleansers                        ,         
Chenodeoxycholic Acid                                       ,         
Cholic Acid                                                 ,         
Dehydrocholic Acid                                          ,         
Other Preparations For Biliary Disorders                    ,         
Ursodeoxycholic Acid                                        ,         
Betaine Hydrochloride                                       ,         
Glutamic Acid Hydrochloride                                 ,         
Other Bile Acid Sequestrant Preps                           ,         
Pancreatin                                                  ,         
Other Pancreatin Preps                                      ,         
Digoxin Antibody                                            ,         
Digitoxin                                                   ,         
Digoxin                                                     ,         
Lanatoside C                                                ,         
Medigoxin                                                   ,         
Ouabain                                                     ,         
Prepared Digitalis                                          ,         
Proscillaridin                                              ,         
Enoximone                                                   ,         
Milrinone Lactate                                           ,         
Bendroflumethiazide                                         ,         
Chlorothiazide                                              ,         
Chlortalidone                                               ,         
Cyclopenthiazide                                            ,         
Hydrochlorothiazide                                         ,         
Hydroflumethiazide                                          ,         
Indapamide                                                  ,         
Mefruside                                                   ,         
Methyclothiazide                                            ,         
Metolazone                                                  ,         
Polythiazide                                                ,         
Xipamide                                                    ,         
Bumetanide                                                  ,         
Etacrynic Acid                                              ,         
Furosemide                                                  ,         
Piretanide                                                  ,         
Torasemide                                                  ,         
Other Loop Diuretic Preps                                   ,         
Amiloride Hydrochloride                                     ,         
Potassium Canrenoate                                        ,         
Spironolactone                                              ,         
Triamterene                                                 ,         
Eplerenone                                                  ,         
Amiloride Hydrochloride With Thiazides                      ,         
Co-Amilofruse (Amiloride HCl/Frusemide)                     ,         
Co-Amilozide (Amiloride HCl/Hydchloroth)                    ,         
Amiloride HCl With Loop Diuretics                           ,         
Co-Flumactone (Hydroflumeth/Spironol)                       ,         
Co-Triamterzide(Triamterene/Hydchloroth)                    ,         
Spironolactone With Thiazides                               ,         
Spironolactone With Loop Diuretics                          ,         
Triamterene With Loop Diuretics                             ,         
Triamterene With Thiazides                                  ,         
Isosorbide                                                  ,         
Mannitol                                                    ,         
Bendroflumethiazide/Potassium                               ,         
Bumetanide/Potassium                                        ,         
Bumetanide/Amiloride Hydrochloride                          ,         
Chlortalidone/Potassium                                     ,         
Clopamide/Potassium                                         ,         
Cyclopenthiazide/Potassium                                  ,         
Cyclopenthiazide/Amiloride Hydrochloride                    ,         
Furosemide/Potassium                                        ,         
Hydrochlorothiazide/Potassium                               ,         
Adenosine                                                   ,         
Amiodarone Hydrochloride                                    ,         
Bretylium Tosilate                                          ,         
Disopyramide                                                ,         
Disopyramide Phosphate                                      ,         
Flecainide Acetate                                          ,         
Lidocaine Hydrochloride                                     ,         
Lidocaine Hydrochloride Anhydrous                           ,         
Mexiletine Hydrochloride                                    ,         
Prajmalium Bitartrate                                       ,         
Propafenone Hydrochloride                                   ,         
Procainamide Hydrochloride                                  ,         
Quinidine Bisulfate                                         ,         
Quinidine Sulfate                                           ,         
Moracizine Hydrochloride                                    ,         
Tocainide Hydrochloride                                     ,         
Dronedarone Hydrochloride                                   ,         
Penbutolol Sulfate                                          ,         
Nebivolol                                                   ,         
Bisoprolol Fumarate/Aspirin                                 ,         
Atenolol with Thiazides                                     ,         
Acebutolol Hydrochloride With Diuretic                      ,         
Acebutolol Hydrochloride                                    ,         
Practolol                                                   ,         
Atenolol                                                    ,         
Atenolol With Diuretic                                      ,         
Betaxolol Hydrochloride                                     ,         
Bisoprolol Fumarate                                         ,         
Labetalol Hydrochloride                                     ,         
Metoprolol Fumarate                                         ,         
Metoprolol Tartrate                                         ,         
Carteolol Hydrochloride                                     ,         
Nadolol                                                     ,         
Oxprenolol Hydrochloride                                    ,         
Pindolol                                                    ,         
Propranolol Hydrochloride With Diuretic                     ,         
Propranolol Hydrochloride                                   ,         
Sotalol Hydrochloride                                       ,         
Atenolol With Calcium Channel Blocker                       ,         
Timolol                                                     ,         
Metoprolol Tartrate With Diuretic                           ,         
Nadolol With Diuretic                                       ,         
Co-Prenozide (Oxprenolol HCl/Cyclopenth)                    ,         
Penbutolol Sulphate With Diuretic                           ,         
Pindolol With Diuretic                                      ,         
Sotalol Hydrochloride With Diuretic                         ,         
Timolol With Diuretic                                       ,         
Co-Tenidone (Atenolol/Chlortalidone)                        ,         
Tertatolol                                                  ,         
Celiprolol Hydrochloride                                    ,         
Esmolol Hydrochloride                                       ,         
Carvedilol                                                  ,         
Bisoprolol Fumarate With Diuretic                           ,         
Macitentan                                                  ,         
Riociguat                                                   ,         
Diazoxide                                                   ,         
Hydralazine Hydrochloride                                   ,         
Minoxidil                                                   ,         
Sodium Nitroprusside                                        ,         
Bosentan                                                    ,         
Iloprost                                                    ,         
Sitaxentan Sodium                                           ,         
Ambrisentan                                                 ,         
Sildenafil(Vasodilator Antihypertensive)                    ,         
Tadalafil (Vasodilator Antihypertensive)                    ,         
Clonidine Hydrochloride                                     ,         
Guanfacine Hydrochloride                                    ,         
Methyldopa                                                  ,         
Methyldopa With Diuretic                                    ,         
Methyldopate Hydrochloride                                  ,         
Moxonidine                                                  ,         
Reserpine And Rauwolfia Alkaloids                           ,         
Reserp & Rauw Alk With Alkavervir                           ,         
Reserp & Rauw Alk With Barbiturate                          ,         
Reserp & Rauw Alk With Diuretic                             ,         
Other Antihypertensive Preps                                ,         
Betanidine Sulfate                                          ,         
Debrisoquine Sulfate                                        ,         
Guanethidine Monosulfate                                    ,         
Doxazosin Mesilate                                          ,         
Indoramin                                                   ,         
Ifenprodil Tartrate                                         ,         
Phenoxybenzamine Hydrochloride                              ,         
Phentolamine Mesilate                                       ,         
Prazosin Hydrochloride                                      ,         
Terazosin Hydrochloride                                     ,         
Metirosine                                                  ,         
Perindopril Tosilate                                        ,         
Perindopril Tosilate/Indapamide                             ,         
Perindopril + Calcium Channel Blocker                       ,         
Moexipril Hydrochloride                                     ,         
Cilazapril                                                  ,         
Captopril                                                   ,         
Co-Zidocapt (Hydchloroth/Captopril)                         ,         
Enalapril Maleate with Diuretic                             ,         
Enalapril Maleate                                           ,         
Fosinopril Sodium                                           ,         
Lisinopril with Diuretic                                    ,         
Lisinopril                                                  ,         
Perindopril Erbumine                                        ,         
Perindopril Erbumine with Diuretic                          ,         
Quinapril Hydrochloride with Diuretic                       ,         
Quinapril Hydrochloride                                     ,         
Ramipril                                                    ,         
Ramipril with Calcium Channel Blocker                       ,         
Trandolapril                                                ,         
Trandolapril + Calcium Channel Blocker                      ,         
Imidapril Hydrochloride                                     ,         
Benazepril Hydrochloride                                    ,         
Perindopril Arginine                                        ,         
Perindopril Arginine with Diuretic                          ,         
Olmesartan Medoxomil/Amlodipine                             ,         
Olmesartan Medox/Amlodipine/Hydchloroth                     ,         
Azilsartan Medoxomil                                        ,         
Sacubitril/Valsartan                                        ,         
Irbesartan with Diuretic                                    ,         
Olmesartan Medoxomil                                        ,         
Candesartan Cilexetil                                       ,         
Irbesartan                                                  ,         
Losartan Potassium                                          ,         
Losartan Potassium With Diuretic                            ,         
Telmisartan                                                 ,         
Telmisartan with Diuretic                                   ,         
Valsartan                                                   ,         
Eprosartan                                                  ,         
Valsartan with Diuretic                                     ,         
Olmesartan Medoxomil/Hydrochlorothiazide                    ,         
Aliskiren                                                   ,         
Trimetaphan Camsilate                                       ,         
Ketanserin                                                  ,         
Amyl Nitrite                                                ,         
Glyceryl Trinitrate                                         ,         
Isosorbide Dinitrate                                        ,         
Isosorbide Mononitrate                                      ,         
Pentaerithritol Tetranitrate                                ,         
Isosorbide Mononitrate with Aspirin                         ,         
Amlodipine                                                  ,         
Trimetazidine Hydrochloride                                 ,         
Diltiazem Hydrochloride                                     ,         
Diltiazem Hydrochloride with Thiazides                      ,         
Felodipine                                                  ,         
Isradipine                                                  ,         
Lacidipine                                                  ,         
Lercanidipine Hydrochloride                                 ,         
Nimodipine                                                  ,         
Lidoflazine                                                 ,         
Nitrendipine                                                ,         
Nicardipine Hydrochloride                                   ,         
Nifedipine                                                  ,         
PrenylamineLactate                                          ,         
Verapamil Hydrochloride                                     ,         
Perhexiline Maleate                                         ,         
Nisoldipine                                                 ,         
Mibefradil                                                  ,         
Buflomedil Hydrochloride                                    ,         
Valsartan/Amlodipine                                        ,         
Nicorandil                                                  ,         
Ivabradine                                                  ,         
Ranolazine                                                  ,         
Cinnarizine                                                 ,         
Calcium Dobesilate                                          ,         
Hydroxyethylrutosides                                       ,         
Kallidinogenase                                             ,         
Naftidrofuryl Oxalate                                       ,         
Nicotinic Acid Derivatives                                  ,         
Pentoxifylline                                              ,         
Rutosides                                                   ,         
Moxisylyte Hydorchloride                                    ,         
Tolazoline Hydrochloride                                    ,         
Xanthinol Nicotinate                                        ,         
Acetyl-L-Carnitine                                          ,         
Co-Dergocrine Mesilate                                      ,         
Cyclandelate                                                ,         
Isoxsuprine Hydrochloride                                   ,         
Pyritinol Hydrochloride                                     ,         
Nicergoline                                                 ,         
Vinpocetine                                                 ,         
Diosmin/Hesperidin                                          ,         
Aesculus                                                    ,         
Cilostazol                                                  ,         
Bamethan Sulf                                               ,         
Diosmin                                                     ,         
Other Peripheral VasodilatorRelatedPreps                    ,         
Flosequinan                                                 ,         
Molsidomine                                                 ,         
Dobutamine Hydrochloride                                    ,         
Dopamine Hydrochloride                                      ,         
Etilefrine Hydrochloride                                    ,         
Isoprenaline Hydrochloride                                  ,         
Xamoterol Fumarate                                          ,         
Dopexamine Hydrochloride                                    ,         
Metaraminol                                                 ,         
Methoxamine Hydrochloride                                   ,         
Noradrenaline Acid Tartrate                                 ,         
Oxedrine Tartrate                                           ,         
Phenylephrine Hydrochloride                                 ,         
Midodrine Hydrochloride                                     ,         
Ephedrine Hydrochloride                                     ,         
Adrenaline                                                  ,         
Reviparin Sodium                                            ,         
Fondaparinux Sodium                                         ,         
Bemiparin Sodium                                            ,         
Lepirudin                                                   ,         
Idarucizumab                                                ,         
Certoparin Sod  Sodium                                      ,         
Danaparoid Sodium                                           ,         
Enoxaparin                                                  ,         
EpoprostenolSodium                                          ,         
Pentosan Polysulfate Sodium                                 ,         
Heparin Sodium                                              ,         
Dalteparin Sodium                                           ,         
Heparin Calcium                                             ,         
Heparin Flushes                                             ,         
Tinzaparin Sodium                                           ,         
Edoxaban                                                    ,         
Fluindione                                                  ,         
Acenocoumarol                                               ,         
Pentosan Polysulfate Sodium                                 ,         
Phenindione                                                 ,         
Phenprocoumon                                               ,         
Warfarin Sodium                                             ,         
INR Blood Testing Reagents                                  ,         
Dabigatran Etexilate                                        ,         
Rivaroxaban                                                 ,         
Apixaban                                                    ,         
Other Oral Anticoagulant Preps                              ,         
Protamine Sulfate                                           ,         
Aspirin                                                     ,         
Clopidogrel                                                 ,         
Dipyridamole                                                ,         
Ticlopidine Hydrochloride                                   ,         
Dipyridamole & Aspirin                                      ,         
Abciximab                                                   ,         
Eptifibatide                                                ,         
Prasugrel                                                   ,         
Ticagrelor                                                  ,         
Anistreplase                                                ,         
Reteplase                                                   ,         
Streptokinase                                               ,         
Urokinase                                                   ,         
Tenecteplase                                                ,         
Alteplase                                                   ,         
Antithrombin Alfa                                           ,         
Absorbable Gelatin Sponge                                   ,         
Aminocaproic Acid                                           ,         
Dried Thrombin                                              ,         
Etamsylate                                                  ,         
Collagen                                                    ,         
Oxidised Cellulose                                          ,         
Pectin                                                      ,         
Aprotinin                                                   ,         
Dried Factor VIII Fraction                                  ,         
Dried Factor IX Fraction                                    ,         
Heat Treated Human Factor IX                                ,         
Thromboplastin                                              ,         
Naftazone                                                   ,         
Tranexamic Acid                                             ,         
Factor XI Concentrate                                       ,         
Haemostatic Sprays                                          ,         
Dried Factor XIII Fraction                                  ,         
Drotrecogin Alfa                                            ,         
Human Fibrinogen with Human Thrombin                        ,         
Protein C Concentrate                                       ,         
Factor VIII Inhibitor Bypassing Fraction                    ,         
Factor VIIa (Recombinant)                                   ,         
Other Antifibrinolytic & Haemostat Preps                    ,         
Rosuvastatin Calcium                                        ,         
Omega-3-Acid Ethyl Esters                                   ,         
Simvastatin & Ezetimibe                                     ,         
Colesevelam Hydrochloride                                   ,         
Nicotinic Acid/Laropiprant                                  ,         
Lomitapide                                                  ,         
Policosanol                                                 ,         
Evolocumab                                                  ,         
Alirocumab                                                  ,         
Fenofibrate/Simvastatin                                     ,         
Acipimox                                                    ,         
Atorvastatin                                                ,         
Cerivastatin                                                ,         
Bezafibrate                                                 ,         
Colestyramine                                               ,         
Chondroitin  Sulphate A                                     ,         
Clofibrate                                                  ,         
Ispaghula Husk                                              ,         
Colestipol Hydrochloride                                    ,         
Ezetimibe                                                   ,         
Fluvastatin Sodium                                          ,         
Dextrothyroxine Sodium                                      ,         
Fenofibrate                                                 ,         
Gemfibrozil                                                 ,         
Lovastatin                                                  ,         
Nicofuranose                                                ,         
Nicotinic Acid                                              ,         
Omega-3 Marine Triglycerides                                ,         
Probucol                                                    ,         
Pravastatin Sodium                                          ,         
Simvastatin                                                 ,         
Sitosterol                                                  ,         
Other Lipid-Regulating Preps                                ,         
Ciprofibrate                                                ,         
Laureth 9                                                   ,         
Ethanolamine Oleate                                         ,         
Sodium Tetradecyl Sulphate                                  ,         
Other Local Sclerosants Preps                               ,         
BeclometDiprop/Formoterol/Glycopyrronium                    ,         
Bambuterol Hydrochloride                                    ,         
Clenbuterol Hydrochloride                                   ,         
Formoterol Fumarate                                         ,         
Fenoterol Hydrobromide                                      ,         
Pirbuterol Hydrochloride                                    ,         
Pirbuterol Acetate                                          ,         
Reproterol Hydrochloride                                    ,         
Rimiterol Hydrobromide                                      ,         
Salbutamol                                                  ,         
Salmeterol                                                  ,         
Terbutaline Sulphate                                        ,         
Tulobuterol Hydrochloride                                   ,         
Indacaterol Maleate                                         ,         
Olodaterol                                                  ,         
Adrenaline                                                  ,         
Ephedrine Hydrochloride                                     ,         
Isoetarine Hydrochloride                                    ,         
Isoprenaline Sulfate                                        ,         
Methoxyphenamine Hydrochloride                              ,         
Orciprenaline Sulfate                                       ,         
Other Andrenoceptor Agonist Preps                           ,         
Atropine Methonitrate                                       ,         
Atropine Sulfate                                            ,         
Ipratropium Bromide                                         ,         
Oxitropium Bromide                                          ,         
Tiotropium                                                  ,         
Aclidinium Bromide                                          ,         
Glycopyrronium Bromide                                      ,         
Umeclidinium Brom                                           ,         
Acefylline Piperazine                                       ,         
Aminophylline                                               ,         
Aminophylline Hydrate                                       ,         
Aminophylline With Antacid                                  ,         
Choline Theophyllinate                                      ,         
Diprophylline                                               ,         
Proxyphylline                                               ,         
Theophylline                                                ,         
Other Theophylline Preps                                    ,         
Adrenaline                                                  ,         
Ephedrine Sulfate                                           ,         
Ephedrine Hydrochloride                                     ,         
Etafedrine Hydrochloride                                    ,         
Fenoterol Hydrobromide                                      ,         
Isoetharine Mesylate                                        ,         
Isoprenaline Hydrochloride                                  ,         
Salbutamol                                                  ,         
Terbutaline Sulphate                                        ,         
Aclidinium Brom/Formoterol                                  ,         
Umeclidinium Brom/Vilanterol                                ,         
Tiotropium Brom/Olodaterol                                  ,         
Indacaterol/Glycopyrronium                                  ,         
Other Compound Bronchodilator Preps                         ,         
Beclometasone Dipropionate                                  ,         
Betamethasone Valerate                                      ,         
Budesonide                                                  ,         
Fluticasone Propionate (Inh)                                ,         
Mometasone Furoate                                          ,         
Triamcinolone Acetonide                                     ,         
Ciclesonide                                                 ,         
Fluticasone Fuorate (Inh)                                   ,         
Reslizumab                                                  ,         
Nedocromil Sodium                                           ,         
Sodium Cromoglicate                                         ,         
Montelukast                                                 ,         
Zileuton                                                    ,         
Zafirlukast                                                 ,         
Roflumilast                                                 ,         
Mizolastine                                                 ,         
Desloratadine                                               ,         
Levocetirizine                                              ,         
Phenylprop HCl/Chlorphenamine Maleate                       ,         
Rupatadine Fumarate                                         ,         
Bilastine                                                   ,         
Ketotifen Fumarate                                          ,         
Acrivastine                                                 ,         
